Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Buddy Hield,31,4,4,39.0,8.5,16.3,.523,4.5,10.0,.450,4.0,6.3,.640,.662,0.8,1.0,.750,0.5,3.5,4.0,7.5,1.8,0.0,3.0,4.0,22.3
2,Tyrese Maxey,23,49,49,37.2,8.9,19.9,.449,3.0,8.0,.378,5.9,11.9,.497,.526,4.8,5.6,.854,0.6,3.1,3.7,6.4,1.0,0.5,1.7,2.2,25.7
3,Joel Embiid,29,34,34,34.0,11.8,22.2,.533,1.2,3.3,.366,10.6,18.9,.562,.560,10.5,11.9,.883,2.6,8.7,11.3,5.7,1.1,1.8,3.7,2.9,35.3
4,Tobias Harris,31,48,48,34.0,6.8,13.3,.507,1.2,3.4,.346,5.6,9.9,.562,.551,3.1,3.4,.896,1.1,5.0,6.0,3.4,1.0,0.5,1.5,1.7,17.7
5,De'Anthony Melton,25,33,33,29.1,3.9,9.9,.393,2.1,5.8,.363,1.8,4.1,.437,.500,1.9,2.3,.827,0.8,3.2,4.0,3.2,1.6,0.5,1.2,2.4,11.8
6,Kelly Oubre Jr.,28,42,31,29.0,5.2,11.4,.461,1.5,4.5,.319,3.8,6.8,.556,.525,2.1,2.9,.736,1.2,3.3,4.5,1.1,1.1,0.6,0.8,2.9,14.0
7,Cameron Payne,29,4,1,25.8,3.8,10.3,.366,1.3,5.0,.250,2.5,5.3,.476,.427,2.0,2.3,.889,1.0,1.3,2.3,4.8,0.5,0.3,0.8,1.3,10.8
8,Nicolas Batum,35,31,27,25.5,2.2,4.1,.528,1.4,2.9,.467,0.8,1.2,.676,.693,0.3,0.5,.643,1.4,2.6,4.0,2.4,0.6,0.7,0.6,2.0,6.0
9,P.J. Tucker,38,3,3,22.0,0.7,1.7,.400,0.7,1.7,.400,0.0,0.0,,.600,0.0,0.0,,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,2.0
10,Patrick Beverley,35,47,5,19.6,2.2,5.1,.432,0.7,2.3,.321,1.5,2.8,.523,.504,1.1,1.3,.810,0.6,2.4,3.1,3.1,0.5,0.4,1.0,1.8,6.3
11,Paul Reed,24,54,18,17.7,2.9,5.3,.545,0.2,0.6,.333,2.7,4.7,.573,.565,0.6,0.8,.733,2.1,3.3,5.4,1.2,0.7,0.8,0.7,2.3,6.6
12,Marcus Morris,34,37,7,17.2,2.4,5.5,.439,1.0,2.4,.400,1.5,3.1,.470,.527,0.8,1.0,.861,0.5,2.5,2.9,0.7,0.4,0.3,0.5,1.6,6.7
13,Robert Covington,33,26,3,16.1,1.5,3.4,.449,0.7,1.8,.354,0.9,1.6,.561,.545,0.8,0.9,.875,1.1,2.3,3.4,0.7,1.3,0.6,0.4,1.9,4.5
14,Danuel House Jr.,30,34,4,15.0,1.4,3.1,.448,0.4,1.5,.300,0.9,1.6,.582,.519,1.0,1.4,.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2
15,Jaden Springer,21,32,1,11.8,1.4,3.7,.390,0.3,1.2,.216,1.2,2.5,.469,.424,0.9,1.1,.824,0.8,1.0,1.8,1.1,0.8,0.3,0.8,1.5,4.0
16,KJ Martin,23,38,2,10.9,1.4,2.6,.561,0.1,0.4,.267,1.3,2.2,.614,.582,0.3,0.7,.500,0.4,1.2,1.6,0.7,0.3,0.1,0.5,1.4,3.3
17,Mo Bamba,25,32,0,10.6,1.6,3.2,.500,0.4,0.8,.444,1.2,2.3,.520,.559,0.5,0.9,.586,1.4,2.3,3.7,0.6,0.4,0.9,0.7,1.5,4.1
18,Ricky Council IV,22,14,0,9.9,2.1,4.2,.492,0.3,1.0,.286,1.8,3.2,.556,.525,2.4,3.0,.786,0.7,1.4,2.1,0.3,0.1,0.0,0.1,0.6,6.8
19,Danny Green,36,2,0,9.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0
20,Furkan Korkmaz,26,35,0,8.6,0.9,2.2,.395,0.4,1.1,.350,0.5,1.0,.444,.487,0.4,0.6,.700,0.1,0.7,0.9,0.7,0.4,0.1,0.3,0.5,2.5
21,Terquavion Smith,21,11,0,6.2,1.5,3.6,.400,1.1,2.8,.387,0.4,0.8,.444,.550,0.2,0.3,.667,0.0,0.2,0.2,0.9,0.6,0.0,0.4,0.4,4.2
22,Kenneth Lofton Jr.,21,2,0,4.5,0.5,3.0,.167,0.0,1.0,.000,0.5,2.0,.250,.167,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,1.0,0.0,1.0
23,Filip Petrušev,23,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Javonte Smart,24,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
