Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kyle Kuzma,28,52,52,31.7,8.6,18.8,.456,2.3,6.8,.329,6.3,11.9,.529,.516,2.5,3.1,.801,0.9,5.4,6.3,4.2,0.4,0.7,2.6,2.2,21.8
2,Jordan Poole,24,52,52,29.2,5.6,14.0,.400,1.9,6.4,.303,3.7,7.6,.481,.469,2.5,2.9,.859,0.4,2.1,2.4,3.7,1.1,0.3,2.2,3.2,15.6
3,Tyus Jones,27,54,54,29.0,5.2,10.5,.500,1.6,3.8,.426,3.6,6.7,.541,.577,0.5,0.7,.778,0.3,2.5,2.8,6.8,1.1,0.3,0.9,0.8,12.6
4,Deni Avdija,23,54,54,28.2,5.1,9.8,.521,1.1,2.8,.405,3.9,6.9,.568,.580,2.4,3.3,.740,1.0,5.5,6.6,3.8,0.8,0.4,2.0,2.5,13.8
5,Bilal Coulibaly,19,53,5,26.9,3.0,6.7,.444,1.0,2.8,.363,2.0,4.0,.500,.518,1.4,2.0,.702,0.9,3.2,4.1,1.7,0.8,0.8,1.5,2.2,8.3
6,Daniel Gafford,25,45,45,26.5,4.5,6.5,.690,0.0,0.0,,4.5,6.5,.690,.690,1.9,2.6,.706,2.9,5.1,8.0,1.5,1.0,2.2,1.0,3.3,10.9
7,Marvin Bagley III,24,11,5,24.1,5.5,9.8,.556,0.2,0.5,.333,5.3,9.3,.569,.565,2.7,4.2,.652,4.0,4.3,8.3,1.4,0.5,0.7,1.6,2.6,13.8
8,Corey Kispert,24,53,1,22.5,4.3,9.0,.481,2.0,5.6,.361,2.3,3.4,.678,.593,1.3,1.7,.780,0.3,2.2,2.5,1.6,0.4,0.2,1.0,1.6,12.0
9,Landry Shamet,26,37,0,15.1,2.7,6.1,.441,1.2,3.4,.357,1.5,2.7,.545,.540,0.9,1.2,.814,0.4,1.0,1.4,1.3,0.6,0.2,0.6,1.7,7.6
10,Danilo Gallinari,35,26,0,14.8,2.2,5.0,.435,0.8,2.5,.313,1.4,2.6,.552,.511,1.8,2.2,.839,0.5,2.5,2.9,1.2,0.2,0.1,0.5,1.0,7.0
11,Mike Muscala,32,24,2,14.1,1.4,3.8,.367,0.6,2.1,.275,0.8,1.6,.487,.444,0.6,0.8,.750,0.9,2.2,3.1,0.9,0.2,0.3,0.7,1.3,4.0
12,Delon Wright,31,33,0,13.8,1.5,3.7,.393,0.4,1.2,.368,1.0,2.5,.405,.451,0.7,0.9,.828,0.4,1.4,1.8,2.5,1.1,0.2,0.3,0.7,4.1
13,Richaun Holmes,30,2,0,12.0,3.0,4.5,.667,0.0,0.0,,3.0,4.5,.667,.667,0.0,0.0,,0.5,1.0,1.5,0.5,0.5,0.5,0.0,1.5,6.0
14,Johnny Davis,21,23,0,8.0,1.0,2.6,.407,0.1,0.3,.286,1.0,2.3,.423,.424,0.2,0.3,.571,0.4,0.5,0.9,0.3,0.3,0.1,0.3,0.6,2.3
15,Jared Butler,23,18,0,7.2,1.6,2.8,.560,0.6,1.3,.417,1.0,1.4,.692,.660,0.7,0.8,.800,0.0,0.6,0.6,1.7,0.4,0.1,0.6,0.8,4.3
16,Patrick Baldwin Jr.,21,17,0,7.2,0.9,2.4,.390,0.6,1.3,.455,0.4,1.1,.316,.512,0.5,0.7,.667,0.4,1.7,2.1,0.4,0.1,0.2,0.4,1.2,2.9
17,Eugene Omoruyi,26,24,0,7.1,1.7,3.4,.506,0.3,0.9,.273,1.5,2.5,.593,.543,0.9,1.2,.759,0.9,1.2,2.1,0.8,0.6,0.0,0.5,1.4,4.6
18,Ryan Rollins,21,10,0,6.6,1.3,2.5,.520,0.2,0.3,.667,1.1,2.2,.500,.560,1.3,1.7,.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1
19,Anthony Gill,31,29,0,5.6,0.8,1.6,.489,0.1,0.4,.250,0.7,1.2,.571,.521,0.4,0.6,.750,0.4,0.8,1.3,0.4,0.2,0.2,0.5,0.4,2.1
20,Jules Bernard,24,6,0,4.7,0.5,2.0,.250,0.2,1.3,.125,0.3,0.7,.500,.292,0.0,0.0,,0.3,0.5,0.8,0.8,0.2,0.2,0.3,0.7,1.2
21,Hamidou Diallo,25,2,0,2.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0
22,Trey Jemison,24,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0
