Player,Age_x,2023-24,2024-25,2025-26,2026-27,2027-28,2028-29,Guaranteed,Rk,Age_y,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Ja Morant,24,$34005250,$36725670,$39446090,$42166510,$44886930,,$197230450,1,24,9,9,35.3,8.9,18.9,0.471,1.6,5.7,0.275,7.3,13.2,0.555,0.512,5.8,7.1,0.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,25.1
Jaren Jackson Jr.,24,$27102202,$25257798,$23413395,,,,$75773395,3,24,47,47,31.8,7.6,17.0,0.444,1.7,5.4,0.313,5.9,11.6,0.506,0.494,5.3,6.3,0.832,1.2,4.4,5.6,2.0,1.0,1.6,2.2,3.5,22.1
Marcus Smart,29,$18833713,$20210284,$21586855,,,,$60630852,4,29,20,20,30.3,5.1,11.9,0.43,2.1,6.7,0.313,3.0,5.2,0.583,0.519,2.2,2.8,0.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5
Luke Kennard,27,$14763636,$14763636,,,,,$14763636,6,27,22,9,24.4,3.5,8.0,0.432,2.7,6.1,0.437,0.8,1.9,0.415,0.599,0.8,0.9,0.895,0.4,2.7,3.1,3.1,0.5,0.0,1.0,1.0,10.4
Ziaire Williams,22,$4810200,$6133005,,,,,$10943205,12,22,44,9,18.8,2.7,7.0,0.39,1.1,3.5,0.314,1.6,3.5,0.467,0.469,1.1,1.3,0.831,0.7,2.7,3.4,1.5,0.6,0.2,1.3,1.7,7.7
Desmond Bane,25,$3845083,$34005250,$36725670,$39446090,$42166510,$44886930,$201075533,2,25,37,37,34.5,8.9,18.8,0.474,3.3,8.6,0.384,5.6,10.2,0.551,0.563,3.3,3.8,0.864,0.9,3.6,4.6,5.3,1.0,0.5,2.7,2.9,24.4
Jake LaRavia,22,$3199920,$3352680,$5163127,,,,$6552600,21,22,11,0,11.1,1.5,3.9,0.372,0.5,2.2,0.208,1.0,1.7,0.579,0.43,0.3,0.4,0.75,0.6,0.8,1.5,0.5,0.1,0.1,0.4,1.7,3.6
Derrick Rose,35,$3196448,$3356271,,,,,$6552719,14,35,18,7,17.8,3.4,7.6,0.445,0.7,2.0,0.333,2.7,5.6,0.485,0.489,1.1,1.2,0.909,0.4,1.3,1.7,3.4,0.4,0.1,1.2,1.1,8.6
David Roddy,22,$2718240,$2847240,$4831766,,,,$5565480,9,22,46,12,23.0,3.1,7.8,0.398,1.0,3.2,0.301,2.2,4.6,0.465,0.46,1.0,1.3,0.71,1.1,3.0,4.1,1.6,0.5,0.2,1.0,1.5,8.1
John Konchar,27,$2400000,$6165000,$6165000,$6165000,,,$20895000,13,27,39,10,18.7,1.4,3.5,0.407,0.6,2.0,0.299,0.8,1.5,0.552,0.493,0.3,0.4,0.786,1.2,3.1,4.3,1.7,0.7,0.9,0.6,1.2,3.7
