Player,Age_x,2023-24,2024-25,2025-26,2026-27,2027-28,2028-29,Guaranteed,Rk,Age_y,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Julius Randle,29,$28226880,$30317760,$32408640,,,,$58544640,3,29,46,46,35.4,8.6,18.2,0.472,1.7,5.3,0.311,6.9,12.9,0.539,0.518,5.1,6.6,0.781,2.2,7.0,9.2,5.0,0.5,0.3,3.5,2.7,24.0
Jalen Brunson,27,$26346666,$24960001,$24960001,,,,$51306667,1,27,52,52,35.9,9.8,20.4,0.483,2.7,6.5,0.411,7.2,13.9,0.516,0.548,5.3,6.3,0.835,0.6,3.3,3.8,6.5,0.9,0.2,2.4,2.0,27.6
Bojan Bogdanović,34,$20000000,$19032850,,,,,$20000000,7,34,2,0,28.0,5.0,11.5,0.435,1.5,5.5,0.273,3.5,6.0,0.583,0.5,1.5,2.5,0.6,0.0,3.5,3.5,0.5,0.5,0.5,0.5,2.0,13.0
OG Anunoby,26,$18642857,$19928571,,,,,$18642857,2,26,14,14,35.7,5.8,11.2,0.516,1.8,4.6,0.391,4.0,6.6,0.602,0.596,2.3,2.7,0.842,1.1,3.6,4.6,1.5,1.8,1.1,1.4,2.4,15.6
Mitchell Robinson,25,$15681818,$14318182,$12954546,,,,$42954546,6,25,21,21,29.2,2.8,4.7,0.592,0.0,0.0,,2.8,4.7,0.592,0.592,0.7,1.8,0.368,5.3,5.0,10.3,0.7,1.5,1.3,1.0,1.9,6.2
Josh Hart,28,$12960000,$18144000,$19472240,$20923760,$22375280,,$71500000,4,28,54,15,29.9,3.0,7.1,0.423,0.9,3.0,0.306,2.1,4.2,0.507,0.487,0.9,1.0,0.839,1.3,5.8,7.1,3.2,0.8,0.3,1.3,1.9,7.8
Donte DiVincenzo,27,$10900000,$11445000,$11990000,$12535000,,,$46870000,10,27,54,36,25.0,4.8,10.6,0.458,3.0,7.3,0.415,1.8,3.2,0.554,0.602,0.9,1.3,0.729,0.7,2.5,3.3,2.5,1.2,0.3,1.2,1.9,13.6
Alec Burks,32,$10489600,,,,,,$10489600,12,32,3,1,23.0,4.3,12.7,0.342,2.3,6.0,0.389,2.0,6.7,0.3,0.434,2.3,2.7,0.875,0.7,1.3,2.0,1.0,0.0,0.0,1.7,1.7,13.3
Isaiah Hartenstein,25,$9245121,,,,,,$9245121,8,25,50,24,25.6,2.9,4.6,0.619,0.0,0.1,0.333,2.8,4.6,0.623,0.621,1.4,2.0,0.707,3.4,5.3,8.7,2.0,1.2,1.1,1.2,2.9,7.1
Precious Achiuwa,24,$4379527,,,,,,$4379527,9,24,23,9,25.3,3.5,6.6,0.526,0.3,1.0,0.25,3.2,5.6,0.578,0.546,0.7,1.0,0.773,3.2,4.0,7.3,0.9,0.6,1.0,0.9,2.1,8.0
Jericho Sims,25,$1927896,$2092344,,,,,$600000,16,25,28,9,11.0,0.9,1.3,0.714,0.0,0.0,,0.9,1.3,0.714,0.714,0.2,0.4,0.6,0.9,1.6,2.5,0.3,0.1,0.4,0.3,0.9,2.0
Miles McBride,23,$1836096,$4710144,$4333333,$3956523,,,$14836096,15,23,42,3,12.4,2.1,5.0,0.433,1.1,2.8,0.407,1.0,2.1,0.467,0.548,0.5,0.6,0.8,0.2,0.7,0.9,1.0,0.6,0.1,0.4,1.2,5.9
Charlie Brown Jr.,27,,,,,,,,19,26,6,0,5.5,0.3,1.5,0.222,0.3,1.0,0.333,0.0,0.5,0.0,0.333,0.0,0.0,,0.2,0.2,0.3,0.0,0.0,0.3,0.3,0.8,1.0
Jacob Toppin,23,,,,,,,,18,23,5,0,6.6,1.0,1.8,0.556,0.2,0.8,0.25,0.8,1.0,0.8,0.611,0.4,0.4,1.0,0.6,0.6,1.2,0.4,0.0,0.2,0.2,0.6,2.6
Dylan Windler,27,$2019706,,,,,,$2019706,23,27,3,0,2.3,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,,0.75,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.0
DaQuan Jeffries,26,$831385,,,,,,$831385,21,26,10,0,3.0,0.5,1.2,0.417,0.1,0.5,0.2,0.4,0.7,0.571,0.458,0.0,0.2,0.0,0.0,0.5,0.5,0.2,0.0,0.0,0.1,0.2,1.1
Taj Gibson,38,$477630,,,,,,$845038,17,38,16,1,10.3,0.4,1.4,0.304,0.0,0.4,0.0,0.4,1.1,0.412,0.304,0.1,0.1,1.0,0.6,1.1,1.8,0.6,0.1,0.4,0.3,1.8,1.0
