Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Ja Morant,24,9,9,35.3,8.9,18.9,.471,1.6,5.7,.275,7.3,13.2,.555,.512,5.8,7.1,.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,25.1
2,Desmond Bane,25,37,37,34.5,8.9,18.8,.474,3.3,8.6,.384,5.6,10.2,.551,.563,3.3,3.8,.864,0.9,3.6,4.6,5.3,1.0,0.5,2.7,2.9,24.4
3,Jaren Jackson Jr.,24,51,51,31.8,7.7,17.2,.449,1.8,5.7,.325,5.9,11.5,.510,.503,5.0,6.1,.823,1.2,4.3,5.4,2.1,1.0,1.5,2.4,3.6,22.3
4,Marcus Smart,29,20,20,30.3,5.1,11.9,.430,2.1,6.7,.313,3.0,5.2,.583,.519,2.2,2.8,.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5
5,Vince Williams Jr.,23,44,25,26.6,3.1,6.9,.444,1.5,4.1,.365,1.6,2.8,.561,.553,2.0,2.5,.815,1.2,4.4,5.6,2.9,0.9,0.6,1.4,2.5,9.6
6,Jordan Goodwin,25,2,1,26.5,4.5,10.0,.450,1.0,2.5,.400,3.5,7.5,.467,.500,0.5,2.0,.250,1.5,3.5,5.0,3.0,1.5,0.5,1.0,1.0,10.5
7,Lamar Stevens,26,3,0,25.0,5.0,9.3,.536,0.7,1.0,.667,4.3,8.3,.520,.571,1.7,3.0,.556,0.7,6.0,6.7,0.7,0.3,1.3,1.7,1.7,12.3
8,Santi Aldama,23,44,18,24.8,3.9,9.2,.429,1.7,4.9,.344,2.3,4.3,.527,.521,0.8,1.4,.597,1.1,4.4,5.5,2.2,0.7,0.7,1.1,1.5,10.4
9,Luke Kennard,27,27,11,24.7,3.6,8.0,.444,2.8,6.1,.455,0.8,1.9,.412,.618,1.0,1.1,.839,0.3,2.6,2.9,3.0,0.4,0.0,1.1,1.1,10.9
10,Bismack Biyombo,31,30,27,23.9,2.2,4.0,.563,0.0,0.0,,2.2,4.0,.563,.563,0.7,1.5,.478,1.9,4.5,6.4,1.7,0.3,1.1,1.3,2.7,5.2
11,David Roddy,22,48,13,23.2,3.2,8.0,.402,1.0,3.3,.301,2.3,4.8,.470,.462,1.0,1.4,.687,1.1,3.1,4.2,1.6,0.5,0.2,1.1,1.4,8.4
12,Scotty Pippen Jr.,23,8,4,22.6,3.5,7.4,.475,1.6,2.9,.565,1.9,4.5,.417,.585,1.9,2.6,.714,1.0,2.4,3.4,4.5,1.0,0.5,1.9,2.6,10.5
13,Xavier Tillman Sr.,25,34,13,20.6,2.6,6.3,.408,0.4,1.6,.226,2.2,4.7,.469,.437,0.5,1.3,.419,1.6,3.0,4.6,1.7,1.2,1.0,0.9,1.8,6.0
14,Trey Jemison,24,7,3,20.0,2.4,5.1,.472,0.0,0.0,,2.4,5.1,.472,.472,0.9,1.0,.857,2.1,2.1,4.3,1.0,0.6,1.4,1.1,3.3,5.7
15,John Konchar,27,44,15,19.4,1.5,3.6,.424,0.6,2.0,.292,0.9,1.6,.594,.506,0.3,0.3,.786,1.2,3.1,4.3,1.8,0.8,0.9,0.7,1.3,3.9
16,GG Jackson II,19,23,1,19.4,4.0,8.7,.455,1.8,4.4,.412,2.1,4.3,.500,.560,1.6,2.3,.667,1.0,2.5,3.5,0.8,0.5,0.7,0.9,1.2,11.3
17,Ziaire Williams,22,46,10,19.3,2.8,7.1,.401,1.2,3.6,.321,1.7,3.5,.481,.482,1.2,1.5,.821,0.7,2.7,3.4,1.5,0.7,0.2,1.3,1.7,8.0
18,Matthew Hurt,23,3,0,18.7,2.0,6.0,.333,0.7,3.3,.200,1.3,2.7,.500,.389,1.0,1.0,1.000,1.3,0.7,2.0,1.0,0.0,0.3,0.0,0.7,5.7
19,Tosan Evbuomwan,22,4,0,18.5,1.0,3.8,.267,0.5,2.0,.250,0.5,1.8,.286,.333,0.0,0.0,,2.0,1.5,3.5,1.5,0.0,0.3,0.3,1.3,2.5
20,Yuta Watanabe,29,2,0,18.0,2.5,7.0,.357,0.5,4.0,.125,2.0,3.0,.667,.393,0.0,0.0,,0.0,1.5,1.5,1.0,1.0,0.0,0.5,0.5,5.5
