Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Pascal Siakam,29,15,15,33.3,8.8,15.4,.571,1.3,3.1,.413,7.5,12.3,.611,.613,2.5,4.1,.623,2.0,4.7,6.7,4.8,0.9,0.3,1.7,2.9,21.4
2,Tyrese Haliburton,23,43,42,32.0,7.8,15.8,.492,3.2,7.9,.400,4.6,7.9,.584,.592,3.1,3.6,.853,0.6,3.3,3.9,11.7,1.0,0.7,2.4,1.0,21.8
3,Bruce Brown,27,33,33,29.7,4.5,9.5,.475,1.0,3.1,.327,3.5,6.5,.545,.527,2.0,2.5,.817,0.8,3.9,4.7,3.0,1.1,0.2,1.2,2.5,12.1
4,Myles Turner,27,52,52,27.4,6.3,11.9,.524,1.4,4.1,.336,4.9,7.9,.621,.581,3.3,4.3,.783,1.6,5.3,6.9,1.3,0.6,1.8,1.4,3.2,17.2
5,Aaron Nesmith,24,51,26,27.1,4.6,8.9,.519,2.1,4.7,.452,2.5,4.2,.593,.638,1.3,1.8,.702,0.9,2.9,3.9,1.4,1.1,0.7,1.0,3.3,12.6
6,Buddy Hield,31,52,28,25.7,4.4,9.9,.443,2.6,6.9,.384,1.8,3.1,.575,.575,0.5,0.6,.848,0.7,2.6,3.2,2.7,0.8,0.6,1.2,2.0,12.0
7,Bennedict Mathurin,21,52,15,25.5,4.9,10.9,.450,1.2,3.4,.366,3.7,7.6,.487,.506,3.0,3.6,.825,1.0,2.8,3.8,1.9,0.5,0.2,1.7,1.8,14.1
8,Andrew Nembhard,24,42,21,22.9,3.8,7.7,.492,0.8,2.2,.344,3.0,5.5,.552,.542,0.7,0.9,.789,0.6,1.2,1.8,4.6,0.9,0.1,1.7,2.0,9.0
9,Obi Toppin,25,56,28,22.5,4.2,7.4,.568,1.3,3.1,.403,2.9,4.3,.689,.653,1.0,1.3,.747,1.1,2.8,3.9,1.6,0.5,0.5,0.9,1.8,10.7
10,Jalen Smith,23,38,13,18.1,4.2,6.7,.632,1.2,2.4,.484,3.1,4.3,.716,.719,1.2,1.7,.703,1.6,4.0,5.6,1.0,0.3,0.7,0.8,2.3,10.8
11,T.J. McConnell,31,45,4,17.3,3.7,6.8,.536,0.1,0.4,.158,3.6,6.4,.561,.541,0.8,1.0,.766,0.5,2.1,2.6,5.5,1.0,0.1,1.6,1.1,8.2
12,Isaiah Jackson,22,43,3,13.7,2.8,4.3,.652,0.0,0.1,.000,2.8,4.2,.667,.652,1.3,1.8,.705,1.5,2.7,4.2,0.9,0.6,1.2,0.7,2.7,6.9
13,Doug McDermott,32,3,0,12.7,1.7,5.7,.294,1.0,4.7,.214,0.7,1.0,.667,.382,0.0,0.0,,0.3,0.0,0.3,0.3,0.0,0.0,0.3,0.7,4.3
14,Ben Sheppard,22,33,0,10.8,1.1,3.0,.374,0.6,2.0,.288,0.5,1.0,.545,.470,0.4,0.5,.824,0.2,1.1,1.3,0.7,0.5,0.0,0.2,1.3,3.2
15,Jarace Walker,20,17,0,10.2,1.6,3.9,.424,0.7,1.9,.375,0.9,2.0,.471,.515,0.4,0.4,.857,0.5,1.2,1.7,1.2,0.5,0.4,0.6,1.0,4.4
16,Jordan Nwora,25,18,0,10.2,2.1,4.6,.451,0.6,2.0,.306,1.4,2.6,.565,.518,0.5,0.6,.818,0.4,1.4,1.8,1.0,0.3,0.1,0.7,1.1,5.2
17,Daniel Theis,31,1,0,8.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
18,Oscar Tshiebwe,24,7,0,5.3,1.3,2.4,.529,0.0,0.0,,1.3,2.4,.529,.529,0.7,0.9,.833,0.9,1.1,2.0,0.3,0.3,0.0,0.0,0.3,3.3
19,James Johnson,36,5,0,4.8,0.4,1.0,.400,0.0,0.2,.000,0.4,0.8,.500,.400,0.0,0.0,,0.2,0.6,0.8,1.0,0.8,0.0,0.4,0.8,0.8
20,Kendall Brown,20,5,0,4.0,0.6,1.2,.500,0.0,0.2,.000,0.6,1.0,.600,.500,0.8,1.2,.667,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.8,2.0
