Player,Age_x,2023-24,2024-25,2025-26,2026-27,2027-28,2028-29,Guaranteed,Rk,Age_y,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jonathan Isaac,26,$17400000,$17400000,,,,,$7400000,13,26,37,1,14.8,2.2,4.7,0.474,0.5,1.7,0.281,1.8,3.0,0.586,0.526,1.2,1.6,0.741,1.2,3.0,4.2,0.5,0.7,1.2,0.5,1.2,6.1
Markelle Fultz,25,$17000000,,,,,,$2000000,5,25,21,15,24.0,4.0,8.0,0.491,0.0,0.3,0.143,3.9,7.7,0.506,0.494,0.4,0.8,0.563,1.4,2.1,3.5,3.7,1.3,0.3,1.1,1.7,8.4
Wendell Carter Jr.,24,$13050000,$11950000,$10850000,,,,$35850000,4,24,29,23,26.2,4.2,7.8,0.535,1.1,2.8,0.402,3.0,5.0,0.611,0.608,1.9,2.7,0.727,1.8,4.7,6.5,1.6,0.4,0.5,1.2,2.4,11.4
Gary Harris,29,$13000000,,,,,,$13000000,7,29,33,6,22.5,2.4,5.5,0.432,1.2,3.8,0.331,1.2,1.8,0.644,0.544,0.8,1.0,0.781,0.5,1.1,1.6,1.8,0.8,0.3,0.5,1.7,6.8
Paolo Banchero,21,$11608080,$12160800,$15334769,,,,$23768880,1,21,55,55,35.0,8.2,17.8,0.462,1.5,4.2,0.365,6.7,13.5,0.492,0.505,5.1,7.2,0.702,1.1,5.7,6.9,5.3,1.1,0.5,3.0,2.0,23.0
Joe Ingles,36,$11000000,$11000000,,,,,$11000000,11,36,41,0,17.3,1.6,3.9,0.413,1.1,2.7,0.409,0.5,1.2,0.42,0.553,0.4,0.5,0.85,0.4,2.0,2.4,3.1,0.6,0.1,0.9,1.5,4.7
Moritz Wagner,26,$8000000,$8000000,,,,,$8000000,8,26,53,1,18.4,4.2,7.2,0.588,0.5,1.5,0.325,3.7,5.7,0.658,0.622,2.2,2.8,0.795,1.5,2.9,4.4,1.2,0.5,0.3,1.2,2.2,11.1
Jalen Suggs,22,$7252080,$9188385,,,,,$16440465,3,22,50,50,26.9,4.4,9.8,0.445,2.1,5.4,0.384,2.3,4.5,0.518,0.55,1.5,2.0,0.76,0.7,2.6,3.3,2.4,1.4,0.6,1.9,2.8,12.3
Anthony Black,20,$7245480,$7607760,$7970280,$10106316,,,$14853240,10,20,50,30,18.1,1.8,3.7,0.486,0.5,1.3,0.369,1.3,2.4,0.551,0.552,0.8,1.3,0.651,0.5,1.6,2.1,1.6,0.5,0.3,0.9,1.9,4.9
Cole Anthony,23,$5539771,$12900000,$13100000,$13100000,,,$31539771,6,23,54,0,23.0,4.1,9.4,0.432,1.1,3.2,0.326,3.0,6.1,0.488,0.488,2.7,3.2,0.839,0.9,3.1,4.0,3.0,0.8,0.4,1.8,2.4,11.9
Franz Wagner,22,$5508720,$7007092,,,,,$12515812,2,22,47,47,33.3,7.8,16.3,0.477,1.6,5.1,0.318,6.1,11.2,0.549,0.527,3.9,4.5,0.858,1.1,4.5,5.6,4.1,1.1,0.4,2.0,2.3,21.1
Chuma Okeke,25,$5266713,,,,,,$5266713,15,25,33,8,11.5,1.2,3.0,0.384,0.7,2.2,0.319,0.5,0.8,0.556,0.5,0.1,0.2,0.4,0.5,1.6,2.2,0.5,0.2,0.2,0.4,0.6,3.1
Jett Howard,20,$5026800,$5278320,$5529720,$7337939,,,$10305120,16,20,13,0,3.8,0.6,1.7,0.364,0.4,1.3,0.294,0.2,0.4,0.6,0.477,0.2,0.3,0.5,0.1,0.3,0.4,0.2,0.0,0.1,0.2,0.2,1.8
Goga Bitadze,24,$2066585,,,,,,$2066585,9,24,46,31,18.2,2.4,3.9,0.619,0.0,0.2,0.2,2.4,3.7,0.643,0.624,1.0,1.5,0.662,2.1,3.4,5.5,1.5,0.6,1.4,0.7,2.1,5.9
Caleb Houstan,21,$2000000,$2019699,$2187699,,,,$2000000,12,21,40,8,14.9,1.5,3.9,0.39,1.3,3.6,0.371,0.2,0.3,0.636,0.562,0.4,0.6,0.773,0.6,1.0,1.6,0.6,0.3,0.0,0.4,1.1,4.8
Kevon Harris,26,,,,,,,,18,26,2,0,3.0,1.0,1.5,0.667,0.0,0.0,,1.0,1.5,0.667,0.667,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.5,2.0
Trevelin Queen,26,,,,,,,,14,26,13,0,12.5,1.1,2.9,0.368,0.2,1.3,0.176,0.8,1.6,0.524,0.408,0.7,0.9,0.75,0.2,1.2,1.5,1.4,0.5,0.4,0.5,1.2,3.1
Admiral Schofield,26,,,,,,,,17,26,13,0,3.8,0.5,1.2,0.375,0.2,0.8,0.3,0.2,0.5,0.5,0.469,0.0,0.2,0.0,0.1,0.5,0.6,0.4,0.0,0.0,0.3,0.5,1.2
