Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Jerami Grant,29,47,47,34.0,7.3,16.1,.456,2.1,5.2,.403,5.3,10.9,.481,.521,4.9,6.0,.813,0.7,3.0,3.7,2.7,0.7,0.7,2.0,2.3,21.7
2,Anfernee Simons,24,31,31,33.5,7.9,18.3,.433,3.4,8.8,.388,4.5,9.5,.474,.527,3.7,4.1,.913,0.5,3.1,3.5,5.3,0.5,0.1,2.6,2.2,22.9
3,Shaedon Sharpe,20,32,25,33.1,5.5,13.6,.406,1.9,5.6,.333,3.6,7.9,.457,.475,3.1,3.7,.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,15.9
4,Deandre Ayton,25,37,37,31.7,6.4,11.4,.560,0.0,0.0,,6.4,11.4,.560,.560,1.0,1.3,.809,3.0,7.4,10.4,1.7,1.1,0.8,1.7,2.3,13.8
5,Malcolm Brogdon,31,39,25,28.7,5.6,12.7,.440,2.1,5.1,.412,3.5,7.6,.458,.522,2.4,3.0,.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7
6,Scoot Henderson,19,43,16,27.0,4.4,11.8,.375,1.2,3.9,.310,3.2,7.9,.408,.427,2.8,3.4,.818,0.9,2.1,3.0,4.7,0.6,0.2,3.0,3.0,12.9
7,Toumani Camara,23,53,33,23.6,2.6,6.0,.436,0.8,2.5,.308,1.9,3.6,.524,.498,1.0,1.4,.724,1.8,3.0,4.8,1.0,1.0,0.5,1.2,2.5,7.0
8,Dalano Banton,24,3,0,23.0,3.3,8.7,.385,0.7,2.3,.286,2.7,6.3,.421,.423,3.3,5.0,.667,0.3,3.0,3.3,2.0,1.0,0.0,2.3,1.0,10.7
9,Matisse Thybulle,26,52,19,23.0,1.9,4.8,.388,1.3,3.7,.342,0.6,1.1,.544,.520,0.3,0.4,.800,0.4,1.5,1.9,1.3,1.6,0.8,0.5,1.4,5.3
10,Jabari Walker,21,50,14,22.2,3.0,6.5,.469,0.5,2.0,.276,2.5,4.5,.553,.511,1.7,2.3,.754,1.9,4.4,6.4,0.8,0.6,0.4,0.9,2.3,8.3
11,Robert Williams,26,6,0,19.8,2.8,4.3,.654,0.0,0.0,,2.8,4.3,.654,.654,1.2,1.5,.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8
12,Duop Reath,27,40,11,17.4,3.3,6.9,.475,1.4,3.6,.385,1.9,3.3,.571,.574,1.0,1.4,.741,1.5,2.4,3.8,1.1,0.5,0.5,0.8,2.5,8.9
13,Skylar Mays,26,21,5,17.0,2.5,6.6,.384,0.7,2.3,.286,1.9,4.2,.438,.435,0.6,0.8,.765,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1.0,6.3
14,Ashton Hagans,24,4,1,15.0,1.3,3.0,.417,0.0,1.0,.000,1.3,2.0,.625,.417,0.3,0.5,.500,0.0,1.3,1.3,1.8,0.3,0.3,0.8,1.8,2.8
15,Kris Murray,23,34,1,13.1,1.4,3.5,.407,0.6,1.7,.322,0.9,1.7,.492,.487,0.3,0.5,.563,0.6,1.3,2.0,0.7,0.7,0.2,0.6,0.8,3.6
16,Ibou Badji,21,17,1,11.7,0.7,1.1,.632,0.0,0.0,,0.7,1.1,.632,.632,0.3,0.6,.500,1.1,1.7,2.8,0.8,0.1,1.2,0.8,2.4,1.7
17,Jamaree Bouyea,24,6,0,9.5,0.8,3.5,.238,0.0,1.3,.000,0.8,2.2,.385,.238,0.0,0.0,,0.3,1.3,1.7,1.3,0.0,0.0,1.3,0.5,1.7
18,Moses Brown,24,9,4,9.1,1.0,2.3,.429,0.0,0.0,,1.0,2.3,.429,.429,0.0,0.4,.000,2.0,3.1,5.1,0.2,0.2,0.3,0.4,1.2,2.0
19,Justin Minaya,24,17,0,8.6,0.4,1.4,.261,0.2,0.9,.200,0.2,0.5,.375,.326,0.2,0.4,.500,0.5,0.6,1.1,0.4,0.3,0.3,0.3,0.6,1.1
20,Rayan Rupert,19,16,0,7.4,0.9,2.7,.349,0.4,1.1,.412,0.5,1.6,.308,.430,0.3,0.5,.625,0.4,0.9,1.3,0.7,0.2,0.0,0.4,0.4,2.6
21,Ish Wainright,29,7,0,6.6,0.9,2.6,.333,0.9,2.3,.375,0.0,0.3,.000,.500,0.3,0.3,1.000,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,2.9
22,Taze Moore,25,3,0,3.3,1.0,1.7,.600,0.0,0.7,.000,1.0,1.0,1.000,.600,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.7,2.0
