Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Mikal Bridges,27,54,54,35.2,7.6,16.9,.452,2.6,6.9,.371,5.1,10.0,.508,.528,3.9,4.6,.829,0.8,4.0,4.9,3.7,0.9,0.4,2.2,1.6,21.7
2,Spencer Dinwiddie,30,48,48,30.7,4.1,10.4,.391,1.9,5.8,.320,2.2,4.6,.480,.480,2.6,3.3,.781,0.5,2.8,3.3,6.0,0.8,0.2,1.3,1.8,12.6
3,Cam Thomas,22,45,30,29.7,7.6,17.3,.439,2.0,5.6,.364,5.6,11.8,.474,.497,3.9,4.7,.839,0.4,2.5,2.8,2.6,0.7,0.3,1.8,2.1,21.2
4,Nic Claxton,24,44,44,29.4,5.3,8.5,.625,0.0,0.1,.250,5.3,8.5,.629,.626,1.5,2.6,.570,2.9,7.3,10.2,1.9,0.6,2.3,1.2,2.5,12.2
5,Cameron Johnson,27,41,40,28.2,5.0,11.1,.455,2.4,6.1,.400,2.6,5.0,.522,.565,1.1,1.6,.734,1.1,3.6,4.7,2.6,0.8,0.3,1.0,1.9,13.7
6,Dorian Finney-Smith,30,45,34,28.1,3.2,7.8,.409,2.0,5.3,.376,1.2,2.5,.478,.536,0.4,0.6,.654,1.6,3.0,4.6,1.4,0.7,0.6,0.8,2.3,8.7
7,Ben Simmons,27,12,10,25.7,3.2,5.3,.594,0.0,0.0,,3.2,5.3,.594,.594,0.5,1.2,.429,2.3,6.2,8.4,6.5,0.8,0.7,2.1,2.7,6.8
8,Dennis Schröder,30,3,1,25.3,3.7,10.3,.355,1.7,4.3,.385,2.0,6.0,.333,.435,0.3,1.0,.333,0.0,3.7,3.7,5.3,0.0,0.0,2.0,2.0,9.3
9,Royce O'Neale,30,49,6,24.5,2.6,6.6,.388,2.0,5.4,.366,0.6,1.2,.483,.537,0.3,0.4,.682,0.8,3.7,4.5,2.8,0.7,0.6,1.0,2.4,7.4
10,Dennis Smith Jr.,26,38,1,20.0,2.9,6.6,.440,0.5,1.9,.274,2.4,4.7,.508,.480,0.8,1.1,.780,1.1,2.3,3.3,4.0,1.2,0.3,1.2,2.3,7.2
11,Lonnie Walker IV,25,34,0,18.1,4.2,8.9,.474,2.1,4.8,.433,2.1,4.1,.522,.591,1.0,1.4,.761,0.3,1.8,2.1,1.6,0.7,0.3,1.0,1.2,11.5
12,Keon Johnson,21,3,0,15.7,2.0,5.3,.375,1.3,2.7,.500,0.7,2.7,.250,.500,2.7,2.7,1.000,0.7,0.7,1.3,1.0,1.0,0.3,1.0,1.0,8.0
13,Day'Ron Sharpe,22,39,1,15.7,2.9,5.1,.581,0.1,0.2,.250,2.9,4.9,.595,.586,1.5,2.4,.630,2.7,4.1,6.8,1.4,0.5,0.8,1.0,2.3,7.4
14,Jalen Wilson,23,16,1,14.6,1.9,3.8,.500,0.7,1.3,.524,1.2,2.4,.487,.592,1.1,1.2,.895,1.2,1.4,2.6,1.3,0.3,0.1,0.3,1.1,5.5
15,Trendon Watford,23,38,0,12.1,2.4,4.4,.542,0.3,0.9,.382,2.0,3.5,.583,.581,0.9,1.0,.872,0.8,1.8,2.7,1.4,0.4,0.2,0.7,1.6,6.0
16,Dariq Whitehead,19,2,0,12.0,0.5,2.5,.200,0.0,1.5,.000,0.5,1.0,.500,.200,0.5,1.0,.500,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,1.5
17,Armoni Brooks,25,10,0,10.4,1.5,4.6,.326,1.1,3.2,.344,0.4,1.4,.286,.446,0.1,0.2,.500,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2
18,Noah Clowney,19,7,0,9.9,1.6,2.6,.611,0.1,0.6,.250,1.4,2.0,.714,.639,0.9,0.9,1.000,0.9,1.0,1.9,0.9,0.0,0.1,0.4,0.7,4.1
19,Keita Bates-Diop,28,2,0,8.0,2.0,2.5,.800,0.5,0.5,1.000,1.5,2.0,.750,.900,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,4.5
20,Harry Giles,25,16,0,5.1,1.4,2.8,.500,0.2,0.7,.273,1.2,2.1,.576,.534,0.4,0.8,.538,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,3.4
