Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Anthony Davis,30,52,52,35.7,9.5,17.2,.553,0.4,1.3,.284,9.1,15.9,.575,.563,5.6,6.9,.810,3.0,9.1,12.2,3.8,1.1,2.5,2.1,2.4,24.9
2,LeBron James,39,49,49,34.9,9.3,17.9,.520,2.1,5.4,.395,7.2,12.5,.573,.579,4.1,5.5,.741,0.9,6.3,7.2,7.8,1.3,0.6,3.2,1.2,24.8
3,D'Angelo Russell,27,51,44,31.2,6.4,13.7,.465,2.7,6.4,.417,3.7,7.4,.507,.562,2.0,2.5,.810,0.4,2.4,2.8,6.3,0.8,0.5,1.9,2.1,17.5
4,Austin Reaves,25,56,31,31.1,5.5,11.2,.490,1.7,4.8,.365,3.7,6.4,.582,.567,3.2,3.7,.863,0.7,3.3,3.9,5.4,0.9,0.2,2.1,1.9,15.8
5,Taurean Prince,29,53,48,30.1,3.5,7.9,.439,2.0,5.1,.390,1.5,2.8,.527,.565,0.7,1.0,.731,0.2,2.7,3.0,1.7,0.9,0.5,0.9,2.2,9.6
6,Spencer Dinwiddie,30,2,0,29.5,3.0,6.0,.500,1.5,4.5,.333,1.5,1.5,1.000,.625,0.5,0.5,1.000,0.0,1.0,1.0,5.5,2.0,0.0,2.5,2.0,8.0
7,Gabe Vincent,27,5,0,25.4,2.4,6.4,.375,0.4,3.4,.118,2.0,3.0,.667,.406,0.2,0.4,.500,0.4,0.6,1.0,3.0,1.2,0.0,0.4,2.4,5.4
8,Rui Hachimura,25,42,13,24.2,4.6,8.9,.515,1.2,3.1,.400,3.3,5.8,.576,.584,1.6,2.2,.728,0.8,2.9,3.7,1.1,0.7,0.3,0.7,1.4,12.0
9,Cam Reddish,24,35,26,23.3,2.4,5.9,.405,0.9,2.7,.337,1.5,3.1,.464,.483,1.0,1.3,.783,0.5,1.9,2.4,1.3,1.2,0.3,0.9,1.6,6.7
10,Jarred Vanderbilt,24,29,6,20.0,2.0,3.9,.518,0.3,0.9,.296,1.8,3.0,.586,.553,0.8,1.2,.667,1.4,3.3,4.8,1.2,1.2,0.2,1.0,1.5,5.2
11,Christian Wood,28,50,1,17.4,2.5,5.3,.466,0.7,2.3,.307,1.8,3.0,.587,.532,1.3,1.9,.702,0.8,4.3,5.1,1.0,0.3,0.7,1.0,1.4,6.9
12,Max Christie,20,43,7,17.2,1.8,4.3,.422,0.7,2.1,.356,1.1,2.2,.484,.508,0.7,0.9,.784,0.2,2.4,2.6,1.0,0.4,0.3,0.7,1.2,5.0
13,Jaxson Hayes,23,45,3,11.0,1.5,2.2,.701,0.0,0.1,.000,1.5,2.0,.747,.701,0.6,1.0,.628,0.7,1.6,2.3,0.5,0.5,0.4,0.5,1.6,3.6
14,Skylar Mays,26,8,0,7.0,0.9,2.0,.438,0.3,0.6,.400,0.6,1.4,.455,.500,0.0,0.0,,0.1,0.4,0.5,1.0,0.4,0.1,0.1,0.5,2.0
15,D'Moi Hodge,25,7,0,5.9,0.7,2.1,.333,0.4,1.7,.250,0.3,0.4,.667,.433,0.1,0.3,.500,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0
16,Jalen Hood-Schifino,20,17,0,5.6,0.5,2.2,.237,0.1,0.6,.091,0.5,1.6,.296,.250,0.6,0.9,.625,0.1,0.5,0.6,0.5,0.2,0.1,0.5,0.6,1.7
17,Colin Castleton,23,7,0,5.1,1.0,1.4,.700,0.0,0.0,,1.0,1.4,.700,.700,0.6,0.6,1.000,0.6,0.7,1.3,0.4,0.0,0.0,0.1,1.0,2.6
18,Dylan Windler,27,5,0,4.0,0.8,1.8,.444,0.8,1.6,.500,0.0,0.2,.000,.667,0.0,0.0,,0.0,0.4,0.4,0.8,0.0,0.0,0.0,0.4,2.4
19,Maxwell Lewis,21,19,0,3.6,0.2,0.6,.250,0.1,0.2,.333,0.1,0.5,.222,.292,0.0,0.0,,0.1,0.1,0.2,0.2,0.1,0.0,0.3,0.2,0.4
20,Alex Fudge,20,4,0,3.5,0.3,1.5,.167,0.0,0.5,.000,0.3,1.0,.250,.167,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.3,1.0
