Player,Age_x,2023-24,2024-25,2025-26,2026-27,2027-28,2028-29,Guaranteed,Rk,Age_y,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jordan Poole,24,$27455357,$29651786,$31848215,$34044642,,,$123000000,2,24,52,52,29.2,5.6,14.0,0.4,1.9,6.4,0.303,3.7,7.6,0.481,0.469,2.5,2.9,0.859,0.4,2.1,2.4,3.7,1.1,0.3,2.2,3.2,15.6
Kyle Kuzma,28,$25568182,$23522727,$21477272,$19431819,,,$90000000,1,28,52,52,31.7,8.6,18.8,0.456,2.3,6.8,0.329,6.3,11.9,0.529,0.516,2.5,3.1,0.801,0.9,5.4,6.3,4.2,0.4,0.7,2.6,2.2,21.8
Tyus Jones,27,$14000000,,,,,,$14000000,3,27,54,54,29.0,5.2,10.5,0.5,1.6,3.8,0.426,3.6,6.7,0.541,0.577,0.5,0.7,0.778,0.3,2.5,2.8,6.8,1.1,0.3,0.9,0.8,12.6
Marvin Bagley III,24,$12500000,$12500000,,,,,$25000000,7,24,11,5,24.1,5.5,9.8,0.556,0.2,0.5,0.333,5.3,9.3,0.569,0.565,2.7,4.2,0.652,4.0,4.3,8.3,1.4,0.5,0.7,1.6,2.6,13.8
Daniel Gafford,25,$12402000,$13394160,$14386320,,,,$40182480,6,25,45,45,26.5,4.5,6.5,0.69,0.0,0.0,,4.5,6.5,0.69,0.69,1.9,2.6,0.706,2.9,5.1,8.0,1.5,1.0,2.2,1.0,3.3,10.9
Landry Shamet,26,$10250000,$11000000,$11750000,,,,$33000000,9,26,37,0,15.1,2.7,6.1,0.441,1.2,3.4,0.357,1.5,2.7,0.545,0.54,0.9,1.2,0.814,0.4,1.0,1.4,1.3,0.6,0.2,0.6,1.7,7.6
Delon Wright,31,$8195122,,,,,,$8195122,12,31,33,0,13.8,1.5,3.7,0.393,0.4,1.2,0.368,1.0,2.5,0.405,0.451,0.7,0.9,0.828,0.4,1.4,1.8,2.5,1.1,0.2,0.3,0.7,4.1
Bilal Coulibaly,19,$6614280,$6945240,$7275600,$9240012,,,$13559520,5,19,53,5,26.9,3.0,6.7,0.444,1.0,2.8,0.363,2.0,4.0,0.5,0.518,1.4,2.0,0.702,0.9,3.2,4.1,1.7,0.8,0.8,1.5,2.2,8.3
Deni Avdija,23,$6263188,$15625000,$14375000,$13125000,$11875000,,$61263188,4,23,54,54,28.2,5.1,9.8,0.521,1.1,2.8,0.405,3.9,6.9,0.568,0.58,2.4,3.3,0.74,1.0,5.5,6.6,3.8,0.8,0.4,2.0,2.5,13.8
Johnny Davis,21,$5050800,$5291160,$6746229,,,,$10341960,14,21,23,0,8.0,1.0,2.6,0.407,0.1,0.3,0.286,1.0,2.3,0.423,0.424,0.2,0.3,0.571,0.4,0.5,0.9,0.3,0.3,0.1,0.3,0.6,2.3
Corey Kispert,24,$3722040,$5705887,,,,,$9427927,8,24,53,1,22.5,4.3,9.0,0.481,2.0,5.6,0.361,2.3,3.4,0.678,0.593,1.3,1.7,0.78,0.3,2.2,2.5,1.6,0.4,0.2,1.0,1.6,12.0
Patrick Baldwin Jr.,21,$2337720,$2448840,$4420156,,,,$4786560,16,21,17,0,7.2,0.9,2.4,0.39,0.6,1.3,0.455,0.4,1.1,0.316,0.512,0.5,0.7,0.667,0.4,1.7,2.1,0.4,0.1,0.2,0.4,1.2,2.9
Anthony Gill,31,$1997238,,,,,,$1997238,19,31,29,0,5.6,0.8,1.6,0.489,0.1,0.4,0.25,0.7,1.2,0.571,0.521,0.4,0.6,0.75,0.4,0.8,1.3,0.4,0.2,0.2,0.5,0.4,2.1
Jared Butler,23,,,,,,,,15,23,18,0,7.2,1.6,2.8,0.56,0.6,1.3,0.417,1.0,1.4,0.692,0.66,0.7,0.8,0.8,0.0,0.6,0.6,1.7,0.4,0.1,0.6,0.8,4.3
Eugene Omoruyi,26,,,,,,,,17,26,24,0,7.1,1.7,3.4,0.506,0.3,0.9,0.273,1.5,2.5,0.593,0.543,0.9,1.2,0.759,0.9,1.2,2.1,0.8,0.6,0.0,0.5,1.4,4.6
Jules Bernard,24,,,,,,,,20,24,6,0,4.7,0.5,2.0,0.25,0.2,1.3,0.125,0.3,0.7,0.5,0.292,0.0,0.0,,0.3,0.5,0.8,0.8,0.2,0.2,0.3,0.7,1.2
Ryan Rollins,21,$1719864,$600000,,,,,$2319864,18,21,10,0,6.6,1.3,2.5,0.52,0.2,0.3,0.667,1.1,2.2,0.5,0.56,1.3,1.7,0.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1
Hamidou Diallo,25,,,,,,,,21,25,2,0,2.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0
Trey Jemison,24,,,,,,,,22,24,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0
