Player,Age_x,2023-24,2024-25,2025-26,2026-27,2027-28,2028-29,Guaranteed,Rk,Age_y,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kevin Durant,35,$47649433,$51179021,$54708609,,,,$153537063,1,35,48,48,37.0,10.2,19.0,0.538,2.3,5.1,0.443,8.0,13.9,0.573,0.598,5.5,6.3,0.871,0.5,6.1,6.6,5.7,0.9,1.3,3.2,1.8,28.2
Bradley Beal,30,$46741590,$50203930,$53666270,$57128610,,,$150611790,4,30,30,30,32.6,7.1,14.4,0.495,1.6,4.5,0.363,5.5,9.9,0.556,0.552,2.3,3.0,0.775,0.8,3.4,4.3,4.5,0.9,0.3,2.4,2.6,18.2
Devin Booker,27,$36016200,$49700000,$53676000,$57652000,$61628000,,$258672200,2,27,45,45,35.5,9.6,19.2,0.5,2.2,5.8,0.379,7.4,13.4,0.552,0.557,6.1,7.0,0.87,0.7,3.9,4.6,7.0,0.9,0.4,2.6,3.0,27.5
Jusuf Nurkić,29,$16875000,$18125000,$19375000,,,,$54375000,6,29,52,52,27.2,4.6,8.8,0.519,0.4,1.6,0.25,4.2,7.2,0.579,0.542,2.3,3.4,0.686,2.6,7.6,10.2,3.7,1.0,1.0,2.1,3.4,11.8
Royce O'Neale,30,$9500000,,,,,,$9500000,7,30,3,0,21.7,2.3,5.3,0.438,2.0,4.3,0.462,0.3,1.0,0.333,0.625,0.3,1.0,0.333,0.7,4.3,5.0,3.0,2.3,0.7,0.7,2.3,7.0
Grayson Allen,28,$8925000,,,,,,$8925000,3,28,49,49,32.9,4.3,8.4,0.51,2.5,5.2,0.482,1.8,3.2,0.553,0.658,1.7,1.9,0.892,0.6,3.3,3.9,3.2,0.8,0.6,1.3,2.2,12.8
Nassir Little,24,$6250000,$6750000,$7250000,$7750000,,,$28000000,13,23,32,2,13.1,1.5,3.3,0.457,0.6,1.8,0.305,0.9,1.4,0.652,0.543,0.5,0.6,0.85,0.4,1.8,2.2,0.6,0.3,0.3,0.4,1.1,4.1
Eric Gordon,35,$3196448,$3356271,,,,,$3196448,5,35,47,22,29.7,4.6,10.0,0.46,2.5,6.4,0.388,2.1,3.6,0.585,0.583,0.9,1.1,0.824,0.3,1.8,2.1,2.3,0.9,0.5,1.3,1.3,12.6
Josh Okogie,25,$2815937,$2956734,,,,,$2815937,8,25,49,11,17.6,1.6,3.7,0.415,0.5,1.7,0.289,1.1,2.0,0.52,0.481,1.4,1.9,0.737,1.3,1.5,2.8,1.1,0.9,0.4,0.6,1.3,5.0
David Roddy,22,$2718240,$2847240,$4831766,,,,$5565480,15,22,1,0,10.0,2.0,3.0,0.667,1.0,2.0,0.5,1.0,1.0,1.0,0.833,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0
Drew Eubanks,27,$2346614,$2654644,,,,,$5001258,9,26,49,3,16.0,2.3,3.7,0.626,0.1,0.1,1.0,2.2,3.6,0.619,0.634,1.0,1.4,0.735,1.3,2.9,4.3,0.9,0.4,0.8,1.0,1.6,5.7
Bol Bol,24,$2019706,,,,,,$2019706,16,24,18,0,8.8,1.7,2.6,0.674,0.2,0.7,0.333,1.5,1.9,0.794,0.717,0.3,0.3,0.833,0.7,2.0,2.7,0.5,0.2,0.6,0.5,0.9,3.9
Théo Maledon,22,,,,,,,,19,22,2,0,5.5,0.5,1.5,0.333,0.0,0.0,,0.5,1.5,0.333,0.333,1.5,1.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.5,1.5,2.5
Saben Lee,24,,,,,,,,17,24,13,0,7.7,1.0,2.4,0.419,0.0,0.6,0.0,1.0,1.8,0.565,0.419,1.6,2.2,0.724,0.4,1.0,1.4,1.1,0.5,0.2,0.5,0.5,3.6
Udoka Azubuike,24,,,,,,,,18,24,14,0,7.6,1.1,1.6,0.727,0.0,0.0,,1.1,1.6,0.727,0.727,0.2,0.8,0.273,0.8,1.5,2.3,0.2,0.1,0.4,0.3,1.2,2.5
