Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Donovan Mitchell,27,44,44,35.5,9.9,20.9,.473,3.3,9.1,.361,6.6,11.7,.560,.552,5.4,6.2,.864,1.0,4.5,5.4,6.3,1.9,0.5,2.8,2.1,28.4
2,Max Strus,27,53,53,32.3,4.4,10.8,.410,2.4,7.1,.336,2.0,3.6,.554,.521,0.9,1.2,.781,0.8,4.1,4.9,3.7,0.9,0.5,1.5,2.6,12.2
3,Darius Garland,24,29,29,31.8,6.7,14.2,.471,1.7,5.0,.331,5.0,9.2,.547,.529,3.2,3.7,.860,0.5,1.8,2.3,5.9,1.4,0.1,3.2,1.3,18.2
4,Evan Mobley,22,30,30,31.2,6.6,11.3,.587,0.3,0.8,.417,6.3,10.5,.600,.602,2.2,2.9,.759,2.4,7.8,10.2,2.8,0.8,1.5,2.0,2.8,15.8
5,Jarrett Allen,25,48,48,30.7,6.4,9.9,.646,0.0,0.1,.000,6.4,9.8,.653,.646,2.7,3.7,.744,3.5,7.1,10.6,2.8,0.8,1.2,1.8,2.2,15.6
6,Caris LeVert,29,43,1,27.4,5.3,12.4,.424,1.7,5.1,.336,3.6,7.3,.486,.493,2.1,2.9,.748,0.5,3.0,3.6,4.4,1.0,0.4,1.5,1.7,14.4
7,Isaac Okoro,23,44,24,26.2,3.2,6.5,.493,1.0,2.7,.393,2.2,3.9,.561,.573,1.5,2.2,.684,1.2,1.9,3.1,1.9,0.8,0.5,0.8,2.0,9.0
8,Georges Niang,30,53,1,21.7,3.3,7.7,.432,1.7,4.8,.352,1.6,2.9,.565,.542,0.6,0.8,.825,0.3,3.3,3.6,1.2,0.2,0.2,0.8,2.4,8.9
9,Dean Wade,27,44,30,21.1,1.8,4.5,.411,1.5,3.9,.398,0.3,0.6,.500,.584,0.3,0.4,.789,0.8,3.5,4.3,0.8,0.8,0.4,0.4,1.9,5.6
10,Sam Merrill,27,37,0,15.6,2.7,6.2,.439,2.4,5.3,.442,0.4,0.8,.419,.629,0.3,0.3,.909,0.4,1.4,1.8,1.5,0.4,0.0,0.3,1.2,8.0
11,Craig Porter Jr.,23,32,5,14.7,2.6,5.2,.509,0.2,0.7,.333,2.4,4.5,.535,.530,1.0,1.4,.696,0.5,2.0,2.5,2.8,0.5,0.4,1.0,0.9,6.5
12,Tristan Thompson,32,36,0,12.4,1.7,2.6,.649,0.0,0.0,.000,1.7,2.6,.656,.649,0.4,1.2,.310,1.6,2.3,3.9,1.1,0.2,0.3,0.6,1.4,3.8
13,Emoni Bates,20,10,0,7.6,0.6,2.5,.240,0.5,2.0,.250,0.1,0.5,.200,.340,0.1,0.2,.500,0.1,0.9,1.0,0.6,0.1,0.2,0.1,0.5,1.8
14,Ty Jerome,26,2,0,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0
15,Damian Jones,28,25,0,6.0,0.7,1.3,.531,0.1,0.3,.286,0.6,1.0,.600,.563,0.4,0.4,.909,0.4,1.0,1.3,0.5,0.1,0.4,0.4,0.6,1.8
16,Isaiah Mobley,24,3,0,4.7,0.7,1.3,.500,0.3,0.7,.500,0.3,0.7,.500,.625,0.0,0.0,,0.0,0.7,0.7,1.3,0.3,0.0,0.3,0.7,1.7
17,Pete Nance,23,2,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
