Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,James Harden,34,48,48,34.6,5.1,11.4,.450,2.8,6.7,.421,2.3,4.7,.491,.574,4.3,5.0,.874,0.4,4.7,5.1,8.4,1.2,0.9,2.5,2.0,17.5
2,Kawhi Leonard,32,48,48,34.3,9.0,17.1,.527,2.3,5.1,.453,6.7,11.9,.558,.595,3.8,4.2,.891,1.2,5.0,6.2,3.7,1.7,0.9,1.6,1.5,24.1
3,Paul George,33,50,50,33.7,7.9,17.2,.458,3.3,8.3,.393,4.6,8.9,.518,.552,3.4,3.8,.910,0.5,4.8,5.3,3.6,1.6,0.4,2.0,2.9,22.5
4,Ivica Zubac,26,43,43,26.5,5.0,7.7,.656,0.0,0.0,,5.0,7.7,.656,.656,1.8,2.7,.664,3.1,6.4,9.5,1.3,0.2,1.3,1.1,2.7,11.9
5,Norman Powell,30,53,0,25.2,4.7,9.6,.495,2.1,4.6,.453,2.6,4.9,.534,.605,1.8,2.2,.843,0.2,2.4,2.5,1.0,0.5,0.3,0.8,1.8,13.4
6,Terance Mann,27,47,43,24.9,2.9,6.2,.460,0.9,2.8,.301,2.0,3.4,.595,.529,0.9,1.1,.759,1.2,2.0,3.1,1.8,0.6,0.2,0.6,1.9,7.4
7,Russell Westbrook,35,53,10,23.2,4.6,9.9,.463,0.7,2.4,.281,3.9,7.5,.522,.497,1.6,2.4,.661,1.5,3.9,5.4,4.6,1.1,0.4,2.1,1.8,11.4
8,Robert Covington,33,3,3,23.0,1.0,3.0,.333,0.7,2.7,.250,0.3,0.3,1.000,.444,0.3,0.7,.500,0.7,2.0,2.7,2.3,2.0,0.7,0.0,2.3,3.0
9,Nicolas Batum,35,3,0,18.0,1.0,2.7,.375,0.7,2.3,.286,0.3,0.3,1.000,.500,0.0,0.0,,0.0,2.3,2.3,1.7,1.0,1.3,0.3,1.7,2.7
10,Amir Coffey,26,41,8,17.9,2.2,4.0,.562,0.9,2.0,.450,1.3,2.0,.671,.673,1.0,1.1,.891,0.3,1.4,1.7,0.8,0.4,0.1,0.4,1.3,6.3
11,Mason Plumlee,33,23,9,17.6,2.4,3.7,.655,0.0,0.0,,2.4,3.7,.655,.655,1.7,2.6,.667,1.5,4.3,5.8,1.3,0.3,0.3,0.7,1.5,6.5
12,Daniel Theis,31,39,1,17.0,2.6,4.7,.541,0.4,1.0,.421,2.2,3.8,.571,.584,0.8,1.1,.721,1.5,2.2,3.7,1.0,0.5,0.9,0.7,2.4,6.3
13,KJ Martin,23,2,0,15.5,2.0,5.0,.400,0.5,2.5,.200,1.5,2.5,.600,.450,0.5,1.0,.500,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0
14,P.J. Tucker,38,12,0,14.4,0.3,1.2,.286,0.3,0.9,.273,0.1,0.3,.333,.393,0.3,0.3,1.000,1.3,1.2,2.4,0.7,0.5,0.1,0.2,2.2,1.2
15,Bones Hyland,23,19,2,13.2,2.3,6.3,.367,1.1,3.4,.313,1.3,2.9,.429,.450,0.5,0.6,.833,0.2,0.7,0.9,1.7,0.5,0.1,1.2,1.4,6.2
16,Kobe Brown,24,32,0,8.7,0.7,1.9,.371,0.4,1.2,.308,0.3,0.7,.478,.468,0.0,0.1,.500,0.3,1.1,1.4,0.5,0.2,0.1,0.2,1.3,1.8
17,Brandon Boston Jr.,22,16,0,7.4,1.4,3.6,.379,0.4,1.3,.300,1.0,2.4,.421,.431,0.7,0.8,.917,0.4,0.5,0.9,0.3,0.1,0.1,0.3,1.0,3.8
18,Xavier Moon,29,2,0,6.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.5,1.0
19,Moussa Diabaté,22,10,0,5.8,0.9,1.8,.500,0.0,0.0,,0.9,1.8,.500,.500,0.9,1.2,.750,1.4,0.6,2.0,0.4,0.4,0.0,0.2,0.4,2.7
20,Joshua Primo,21,1,0,5.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0
21,Jordan Miller,24,5,0,4.2,0.8,1.2,.667,0.2,0.2,1.000,0.6,1.0,.600,.750,0.4,0.4,1.000,0.4,0.4,0.8,0.0,0.0,0.0,0.2,0.4,2.2
