Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,DeMar DeRozan,34,53,53,37.7,7.8,16.6,.472,0.9,2.8,.333,6.9,13.8,.499,.499,6.1,7.2,.852,0.6,3.5,4.1,5.2,1.2,0.6,1.5,2.2,22.7
2,Coby White,23,55,55,36.3,7.0,15.1,.463,2.9,7.2,.397,4.1,7.9,.523,.558,2.7,3.3,.824,0.5,4.2,4.7,5.3,0.7,0.2,2.2,2.3,19.6
3,Zach LaVine,28,25,23,34.9,6.8,15.0,.452,2.4,6.8,.349,4.4,8.3,.536,.531,3.5,4.1,.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5
4,Nikola Vučević,33,50,48,34.4,7.4,15.8,.471,1.1,4.1,.275,6.3,11.6,.541,.508,1.4,1.7,.857,2.7,7.9,10.6,3.4,0.7,0.9,1.5,2.6,17.5
5,Patrick Williams,22,43,30,27.3,3.7,8.3,.443,1.4,3.4,.399,2.3,4.9,.474,.525,1.2,1.5,.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2.0,10.0
6,Alex Caruso,29,47,34,27.1,3.4,7.1,.482,1.7,4.3,.401,1.7,2.8,.606,.603,1.2,1.6,.781,1.0,2.8,3.8,2.8,1.4,1.2,1.4,2.5,9.8
7,Ayo Dosunmu,24,53,14,25.5,3.9,7.8,.505,1.4,3.3,.417,2.6,4.5,.569,.593,0.9,1.1,.767,0.6,1.9,2.5,2.3,0.8,0.5,1.1,2.1,10.1
8,Torrey Craig,33,33,8,21.0,2.2,5.1,.425,1.1,3.0,.374,1.0,2.1,.500,.536,0.6,0.8,.778,1.7,3.1,4.7,1.1,0.6,0.5,0.6,2.3,6.1
9,Andre Drummond,30,55,9,16.7,3.3,5.9,.557,0.0,0.1,.000,3.3,5.9,.562,.557,1.5,2.6,.556,3.4,5.3,8.6,0.5,1.1,0.6,1.1,1.7,8.1
10,Jevon Carter,28,52,0,13.7,2.0,5.3,.371,1.2,3.4,.337,0.8,1.9,.433,.480,0.1,0.1,.600,0.1,0.7,0.8,1.2,0.5,0.2,0.6,1.1,5.1
11,Dalen Terry,21,35,1,10.0,0.9,2.2,.395,0.3,1.2,.233,0.6,0.9,.606,.461,0.5,0.6,.727,0.3,1.3,1.6,1.2,0.3,0.2,0.5,1.3,2.5
12,Terry Taylor,24,18,0,7.3,0.8,1.6,.536,0.1,0.4,.143,0.8,1.2,.667,.554,0.1,0.1,1.000,0.8,0.7,1.5,0.3,0.2,0.1,0.4,0.7,1.8
13,Julian Phillips,20,30,0,6.6,0.6,1.5,.400,0.2,0.8,.217,0.4,0.7,.591,.456,0.2,0.4,.545,0.2,0.4,0.6,0.3,0.0,0.2,0.2,1.0,1.6
14,Adama Sanogo,21,3,0,3.7,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.7,1.0,.667,0.7,1.3,2.0,0.0,0.0,0.0,0.3,0.0,2.7
15,Onuralp Bitim,24,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
