Player,Age_x,2023-24,2024-25,2025-26,2026-27,2027-28,2028-29,Guaranteed,Rk,Age_y,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jimmy Butler,34,$45183960,$48798677,$52413394,,,,$93982637,2,34,37,37,33.9,6.7,13.4,0.5,1.0,2.3,0.44,5.7,11.1,0.512,0.537,7.0,8.1,0.869,2.0,3.4,5.5,4.6,1.3,0.3,1.7,1.1,21.4
Bam Adebayo,26,$32600060,$34848340,$37096620,,,,$104545020,1,26,45,45,34.6,7.6,15.0,0.51,0.0,0.2,0.091,7.6,14.8,0.517,0.51,4.9,6.3,0.784,2.3,8.4,10.6,4.2,1.1,1.0,2.4,2.5,20.2
Tyler Herro,24,$27000000,$29000000,$31000000,$33000000,,,$120000000,3,24,35,35,33.7,7.9,18.1,0.437,3.3,8.2,0.396,4.7,9.9,0.471,0.527,1.9,2.3,0.835,0.5,4.8,5.3,4.4,0.8,0.1,2.2,1.4,21.0
Terry Rozier,29,$23205221,$24924126,$26643031,,,,$74772378,4,29,10,9,29.9,4.6,12.8,0.359,1.1,4.7,0.234,3.5,8.1,0.432,0.402,2.3,2.4,0.958,1.0,3.5,4.5,5.6,0.8,0.2,1.1,1.9,12.6
Duncan Robinson,29,$18154000,$19406000,$19888000,,,,$47448000,7,29,50,19,27.4,4.6,10.1,0.459,2.8,6.8,0.412,1.8,3.3,0.558,0.598,1.3,1.5,0.89,0.2,2.2,2.4,2.8,0.6,0.2,1.3,2.3,13.3
Caleb Martin,28,$6802950,$7126900,,,,,$13929850,8,28,38,17,26.6,3.9,8.6,0.451,1.1,3.2,0.35,2.8,5.4,0.51,0.515,1.2,1.6,0.763,1.2,3.3,4.5,2.1,0.8,0.3,1.1,2.1,10.0
Kevin Love,35,$3835738,$4027525,,,,,$3835738,11,35,44,5,17.6,2.8,6.5,0.44,1.6,4.5,0.347,1.3,1.9,0.659,0.562,1.7,2.2,0.776,1.0,5.2,6.3,2.3,0.4,0.2,0.8,1.8,9.0
Jaime Jaquez Jr.,23,$3510600,$3685800,$3861600,$5939141,,,$7196400,5,22,49,16,29.5,5.0,10.1,0.492,0.9,2.9,0.321,4.1,7.3,0.559,0.537,2.0,2.4,0.815,1.2,2.7,3.9,2.6,1.1,0.2,1.7,2.4,12.9
Josh Richardson,30,$2891467,$3051153,,,,,$2891467,9,30,43,6,25.7,3.6,8.1,0.444,1.5,4.4,0.347,2.0,3.7,0.561,0.539,1.2,1.3,0.944,0.4,2.4,2.8,2.4,0.6,0.3,0.8,1.8,9.9
Thomas Bryant,26,$2528233,$2845342,,,,,$5373575,15,26,25,3,10.4,1.8,3.1,0.571,0.0,0.2,0.0,1.8,2.9,0.603,0.571,0.7,0.9,0.818,1.0,2.1,3.1,0.6,0.2,0.2,0.6,1.0,4.2
Nikola Jović,20,$2352000,$2464200,$4445417,,,,$4816200,12,20,22,14,16.5,2.1,4.9,0.43,1.1,2.5,0.455,1.0,2.4,0.404,0.547,0.6,1.1,0.583,0.8,3.4,4.2,1.9,0.3,0.3,1.0,1.9,6.0
Haywood Highsmith,27,$1902137,,,,,,$1902137,10,27,40,24,21.2,2.1,5.1,0.421,1.1,3.0,0.367,1.0,2.1,0.5,0.53,0.5,0.7,0.808,0.8,2.0,2.8,1.1,1.0,0.5,0.6,2.0,5.9
Orlando Robinson,23,$1801769,$2120693,,,,,$1801769,16,23,24,7,10.0,1.3,2.6,0.516,0.3,0.5,0.538,1.0,2.0,0.51,0.573,0.8,1.0,0.75,0.8,2.0,2.8,1.1,0.3,0.3,0.6,1.3,3.7
Dru Smith,26,$1801769,$2120693,,,,,,13,26,9,0,14.6,1.7,3.7,0.455,0.8,1.9,0.412,0.9,1.8,0.5,0.561,0.2,0.2,1.0,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3
Jamal Cain,24,,,,,,,,14,24,16,1,14.1,1.8,4.3,0.42,0.5,1.6,0.308,1.3,2.7,0.488,0.478,1.1,1.4,0.783,0.8,1.2,2.0,0.3,0.6,0.3,0.3,1.1,5.3
Cole Swider,24,,,,,,,,19,24,10,0,5.0,0.9,2.3,0.391,0.5,1.7,0.294,0.4,0.6,0.667,0.5,0.2,0.2,1.0,0.1,0.2,0.3,0.4,0.1,0.1,0.6,0.2,2.5
Alondes Williams,24,,,,,,,,18,24,1,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
